관리기관명,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경상남도 거제시청,옥포2동 1272-3,초등학교,4,200,70도,30일,2014-11-01,055-639-3683,34.9016,128.6841,2025-11-04
경상남도 거제시청,장목면 외포리 215,초등학교,4,200,70도,30일,2013-06-01,055-639-3683,34.9427,128.7181,2025-11-04
경상남도 거제시청,장목면 장목리 325-1,초등학교,4,200,70도,30일,2011-02-01,055-639-3683,34.9926,128.6821,2025-11-04
경상남도 거제시청,고현동 1104(고현항재개발 내 삼거리),주정차단속,2,200,70도,30일,2018-11-01,055-639-3683,34.89374953,128.6205109,2025-11-04
경상남도 거제시청,아주동 1709 뚜레주르 아주덕산점 앞 사거리,방범,5,200,70도,30일,2018-11-01,055-639-3683,34.86675427,128.6848027,2025-11-04
경상남도 거제시청,장평동 348,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.8938276,128.6071619,2025-11-04
경상남도 거제시청,하청면 연구리 445-1,초등학교,4,200,70도,30일,2011-02-01,055-639-3683,34.9842,128.6247,2025-11-04
경상남도 거제시청,하청면 하청리 661-3,초등학교,4,200,70도,30일,2013-06-01,055-639-3683,34.9563,128.6554,2025-11-04
경상남도 거제시청,"거제시 중곡로7길 36, 고현동 986 신오교아래주차장",방범,3,200,70도,30일,2018-11-01,055-639-3683,34.89708861,128.6259538,2025-11-04
경상남도 거제시청,능포동 산61-78 대성아파트뒤편등산로입구,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.8757,128.7381,2025-11-04
경상남도 거제시청,고현동 298-3 계룡중후문등산로입구,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.8851,128.6295,2025-11-04
경상남도 거제시청,"장승포로7길 12, 항만식당 옆",방범,2,200,70도,30일,2019-07-01,055-639-3683,34.86592487,128.7304392,2025-11-04
경상남도 거제시청,"신부로1길 10, 가나부동산 옆",방범,2,200,70도,30일,2019-07-01,055-639-3683,34.86801,128.729429,2025-11-04
경상남도 거제시청,"신부로1길 5, 한유빌 맞은편",방범,2,200,70도,30일,2019-07-01,055-639-3683,34.86842847,128.7280361,2025-11-04
경상남도 거제시청,"장승포로3길 7, 거제시공영주차장 옆",방범,2,200,70도,30일,2019-07-01,055-639-3683,34.86897647,128.7272371,2025-11-04
경상남도 거제시청,"장승포로2길 33, 삼오정 앞",방범,2,200,70도,30일,2019-07-01,055-639-3683,34.86788738,128.7287693,2025-11-04
경상남도 거제시청,"장승포로 58, 장승포수협 앞",방범,2,200,70도,30일,2019-07-01,055-639-3683,34.86742595,128.7299228,2025-11-04
경상남도 거제시청,옥포동 615-1 GS슈퍼마켓 앞 삼거리,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.8943,128.6947,2025-11-04
경상남도 거제시청,하청면 하청리 326-1 신창마을 입구,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.9568,128.6567,2025-11-04
경상남도 거제시청,둔덕면 하둔리 60-27 하둔사거리,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.83899235,128.5092159,2025-11-04
경상남도 거제시청,문동동 670 푸르지오앞 어린이공원,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.8583,128.6431,2025-11-04
경상남도 거제시청,장목면 장목리 234-8 장서마을 둥지빌 앞,방범,2,200,70도,30일,2018-11-01,055-639-3683,34.9857,128.6785,2025-11-04
경상남도 거제시청,하청면 덕곡리 613-4 덕곡마을 입구,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.9608,128.6146,2025-11-04
경상남도 거제시청,사등면 성포리 351-10 사등농협 앞,방범,6,200,70도,30일,2018-11-01,055-639-3683,34.9208605,128.5225988,2025-11-04
경상남도 거제시청,수월동 1170,초등학교,4,200,70도,30일,2013-11-01,055-639-3683,34.8905,128.6435,2025-11-04
경상남도 거제시청,고현동 1057,초등학교,4,200,70도,30일,2012-08-01,055-639-3683,34.89521602,128.634773,2025-11-04
경상남도 거제시청,거제면 동상리 55,초등학교,4,200,70도,30일,2012-08-01,055-639-3683,34.85137341,128.5918302,2025-11-04
경상남도 거제시청,거제면 외간리 101-1,초등학교,3,200,70도,30일,2012-01-01,055-639-3683,34.86012596,128.5760564,2025-11-04
경상남도 거제시청,고현동 961-185(신현 제2어린이 공원),도시공원,4,200,70도,30일,2013-11-01,055-639-3683,34.88811788,128.6206876,2025-11-04
경상남도 거제시청,남부면 저구리 311,초등학교,4,200,70도,30일,2014-05-01,055-639-3683,34.7256,128.6034,2025-11-04
경상남도 거제시청,능포동 440,초등학교,4,200,70도,30일,2015-07-01,055-639-3683,34.88100786,128.7367654,2025-11-04
경상남도 거제시청,능포로 15길 13(능포동네체육시설),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.88501359,128.736256,2025-11-04
경상남도 거제시청,능포로 231(시내버스 종점),방범,2,200,70도,30일,2013-12-01,055-639-3683,34.8833,128.7368,2025-11-04
경상남도 거제시청,능포로 6길 5-2(정현헤어샵 앞),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8774,128.7332,2025-11-04
경상남도 거제시청,옥수로 10길 36(옥수시장 앞),방범,2,200,70도,30일,2013-12-01,055-639-3683,34.8763,128.7316,2025-11-04
경상남도 거제시청,장승포동 540-7(마전어린이집),어린이보호구역,2,200,70도,30일,2016-04-01,055-639-3683,34.86272362,128.7231685,2025-11-04
경상남도 거제시청,장평동 619(양지초등학교),어린이보호구역,2,200,70도,30일,2016-04-01,055-639-3683,34.890526,128.604396,2025-11-04
경상남도 거제시청,상동5길 75-41,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.861972,128.634552,2025-11-04
경상남도 거제시청,남부면 262-5 (해금강테마박물관),재난관리,2,200,70도,30일,2015-07-01,055-639-3683,34.73976974,128.6625724,2025-11-04
경상남도 거제시청,아주2로 112,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.87091944,128.6785278,2025-11-04
경상남도 거제시청,옥포동 548-11(옥포동 옥금당 앞 삼거리),주정차단속,3,200,70도,30일,2015-08-01,055-639-3683,34.8902,128.6918,2025-11-04
경상남도 거제시청,아주동 1697-1(아주동 카페베네 앞 사거리),주정차단속,4,200,70도,30일,2015-08-01,055-639-3683,34.86653553,128.6893416,2025-11-04
경상남도 거제시청,수양동 1015-6(구)(수월천 제산교),재난관리,1,200,70도,30일,2015-07-01,055-639-3683,34.8882,128.646,2025-11-04
경상남도 거제시청,연초면 송정리 541,초등학교,4,200,70도,30일,2013-06-01,055-639-3683,34.9183,128.6737,2025-11-04
경상남도 거제시청,장평동 31-22(장평동 디큐브백화점 앞),주정차단속,3,200,70도,30일,2015-11-01,055-639-3683,34.89127463,128.615491,2025-11-04
경상남도 거제시청,고현동 889-9(신현초등학교),어린이보호구역,2,200,70도,30일,2016-04-01,055-639-3683,34.888162,128.617711,2025-11-04
경상남도 거제시청,옥포동 539-1(옥포초등학교),어린이보호구역,2,200,70도,30일,2016-04-01,055-639-3683,34.89188016,128.6910267,2025-11-04
경상남도 거제시청,연초면 죽토리 1131,초등학교,4,200,70도,30일,2015-07-01,055-639-3683,34.9122,128.6523,2025-11-04
경상남도 거제시청,옥포동 1993(대우오션플라자앞),도시공원,5,200,70도,30일,2020-05-01,055-639-3683,34.88790812,128.6947597,2025-11-04
경상남도 거제시청,동부면 산양리 295-2,초등학교,4,200,70도,30일,2014-05-01,055-639-3683,34.8212,128.6096,2025-11-04
경상남도 거제시청,동부면 율포리 628-1,초등학교,3,200,70도,30일,2015-07-01,055-639-3683,34.7787,128.5937,2025-11-04
경상남도 거제시청,일운면 지세포리 745-1,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.8283,128.7065,2025-11-04
경상남도 거제시청,둔덕면 술역리 94,초등학교,4,200,70도,30일,2012-08-01,055-639-3683,34.8367,128.4959,2025-11-04
경상남도 거제시청,사등면 덕호리 14-1,초등학교,4,200,70도,30일,2015-07-01,055-639-3683,34.8864,128.4829,2025-11-04
경상남도 거제시청,사등면 창호리 761,초등학교,4,200,70도,30일,2015-07-01,055-639-3683,34.9555,128.5205,2025-11-04
경상남도 거제시청,장승포동 319,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.8693,128.7284,2025-11-04
경상남도 거제시청,고현동 867-18(신현초등학교인근 대성수산 앞),어린이보호구역,2,200,70도,30일,2015-01-01,055-639-3683,34.88782468,128.617875,2025-11-04
경상남도 거제시청,상문동 369(웰빙공원내),도시공원,3,200,70도,30일,2019-08-01,055-639-3683,34.87747328,128.634426,2025-11-04
경상남도 거제시청,장평동 760-1 코아루아파트 입구,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.8905,128.6061,2025-11-04
경상남도 거제시청,덕포동 81-5 덕포해수욕장,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.9117,128.711,2025-11-04
경상남도 거제시청,고현동 122-9 농협중앙회 앞 오거리,방범,5,200,70도,30일,2018-11-01,055-639-3683,34.884224,128.625302,2025-11-04
경상남도 거제시청,거제면 서정리 780-2 거제제일중학교 앞 사거리,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.85038331,128.5852934,2025-11-04
경상남도 거제시청,수월동 1052 자이아파트 정문,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.89269506,128.6445145,2025-11-04
경상남도 거제시청,고현동 511-4 거제도서관 입구,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.8787,128.6235,2025-11-04
경상남도 거제시청,장평동 392 장평우체국 앞 삼거리,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.8912,128.6119,2025-11-04
경상남도 거제시청,덕포동 1033-69 수진빌 앞 삼거리,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.9103,128.7012,2025-11-04
경상남도 거제시청,"연초면 거제대로 4280(연초초등학교 정문 앞,소방서 옆)",어린이보호구역,4,200,70도,30일,2014-11-01,055-639-3683,34.912,128.6527,2025-11-04
경상남도 거제시청,하청면 칠천로 372(칠천초등학교 후문 인근),어린이보호구역,1,200,70도,30일,2014-11-01,055-639-3683,34.9834,128.6247,2025-11-04
경상남도 거제시청,장평1로 116(장평초등학교 후문 옆),어린이보호구역,3,200,70도,30일,2014-11-01,055-639-3683,34.89357347,128.6065896,2025-11-04
경상남도 거제시청,연초면 송정이목로 47(송정초등학교 정문 앞),어린이보호구역,2,200,70도,30일,2014-11-01,055-639-3683,34.91820719,128.6743156,2025-11-04
경상남도 거제시청,사등면 가조로 1281-16(창호초등학교 정문 앞),어린이보호구역,2,200,70도,30일,2014-11-01,055-639-3683,34.95516481,128.5210267,2025-11-04
경상남도 거제시청,고현동 1057(중앙초등학교 후문 앞),어린이보호구역,1,200,70도,30일,2015-01-01,055-639-3683,34.89599802,128.6340329,2025-11-04
경상남도 거제시청,고현동 1025(중곡초등학교 정문 앞),어린이보호구역,6,200,70도,30일,2015-01-01,055-639-3683,34.89564015,128.6301178,2025-11-04
경상남도 거제시청,옥포동 536-39(옥포초등학교 후문 인근),어린이보호구역,1,200,70도,30일,2015-01-01,055-639-3683,34.89255013,128.6902482,2025-11-04
경상남도 거제시청,문동동 147-3(룸비니유치원앞),어린이보호구역,3,200,70도,30일,2016-12-01,055-639-3683,34.8541,128.6519,2025-11-04
경상남도 거제시청,아주로3길 63(대우초등학교 정문 앞),어린이보호구역,2,200,70도,30일,2014-11-01,055-639-3683,34.8625,128.6882,2025-11-04
경상남도 거제시청,옥포2동 919,초등학교,4,200,70도,30일,2015-07-01,055-639-3683,34.8967728,128.6934816,2025-11-04
경상남도 거제시청,장평로 33(와바식당 앞),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8911,128.6136,2025-11-04
경상남도 거제시청,장평로 3길 7(다인부동산 앞),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8905,128.6148,2025-11-04
경상남도 거제시청,사등면 성포리 606,초등학교,4,200,70도,30일,2015-07-01,055-639-3683,34.913,128.516,2025-11-04
경상남도 거제시청,고현동 875,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.88811191,128.6171079,2025-11-04
경상남도 거제시청,남부면 저구리 307-2(명사초등학교 앞),어린이보호구역,2,200,70도,30일,2019-08-01,055-639-3683,34.72531111,128.6046944,2025-11-04
경상남도 거제시청,남부면 저구리 248-5(명사초등학교 앞),어린이보호구역,1,200,70도,30일,2019-08-01,055-639-3683,34.72560026,128.6031133,2025-11-04
경상남도 거제시청,능포동 301-29(장미공원 입구),방범,1,200,70도,30일,2013-06-01,055-639-3683,34.8776,128.7351,2025-11-04
경상남도 거제시청,옥수로 26(성수@ 놀이터),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.876,128.7289,2025-11-04
경상남도 거제시청,옥수로 2길 75(센텀사우나 뒷편),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.878,128.7323,2025-11-04
경상남도 거제시청,동부면 학동리 276-5도(학동삼거리),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.7747251,128.6409495,2025-11-04
경상남도 거제시청,상동동 497,초등학교,5,200,70도,30일,2013-06-01,055-639-3683,34.8739,128.6288,2025-11-04
경상남도 거제시청,아주1길 31,방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8659,128.6946,2025-11-04
경상남도 거제시청,아주1로1길 57,방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8656,128.6872,2025-11-04
경상남도 거제시청,고현동 562(고현유치원),어린이보호구역,1,200,70도,30일,2015-10-01,055-639-3683,34.8826,128.6188,2025-11-04
경상남도 거제시청,고현동 1024 신오교 중곡 입구,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.8975,128.63,2025-11-04
경상남도 거제시청,남부면 저구리 637-4 대포크루즈 터미널,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.71475117,128.5857981,2025-11-04
경상남도 거제시청,고현동 1026 대한베네시움아파트 앞 사거리,방범,7,200,70도,30일,2018-11-01,055-639-3683,34.896068,128.62758,2025-11-04
경상남도 거제시청,둔덕면 학산리 160-2 학산경로당 입구,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.8597,128.4799,2025-11-04
경상남도 거제시청,장목면 외포리 57-9 외포 해양경찰서 앞,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.94024609,128.7172972,2025-11-04
경상남도 거제시청,고현동 980(fun fun 공원 #1),도시공원,5,200,70도,30일,2016-12-01,055-639-3683,34.8916052,128.6240123,2025-11-04
경상남도 거제시청,고현동 961(신현농협앞),방범,7,200,70도,30일,2014-12-01,055-639-3683,34.8893,128.6243,2025-11-04
경상남도 거제시청,고현천로 10 고현 버스터미널 내,방범,4,200,70도,30일,2018-11-01,055-639-3683,34.8908,128.624,2025-11-04
경상남도 거제시청,옥포동 566 옥포국제(중앙)시장 사거리,차번인식,2,200,70도,30일,2018-11-01,055-639-3683,34.89362598,128.690197,2025-11-04
경상남도 거제시청,상동동 1009-19(상동초등학교 #1),어린이보호구역,3,200,70도,30일,2015-10-01,055-639-3683,34.862167,128.633529,2025-11-04
경상남도 거제시청,상동동 937(상동초등학교 #2),어린이보호구역,1,200,70도,30일,2015-10-01,055-639-3683,34.861573,128.6336,2025-11-04
경상남도 거제시청,"장평동 236-1, 장평새마을회관 앞 사거리",방범,3,200,70도,30일,2019-10-01,055-639-3683,34.890875,128.609194,2025-11-04
경상남도 거제시청,상동동 931-15(상동초등학교 #3),어린이보호구역,5,200,70도,30일,2015-10-01,055-639-3683,34.860715,128.633756,2025-11-04
경상남도 거제시청,아주동 352-4(아주초등학교),어린이보호구역,2,200,70도,30일,2015-10-01,055-639-3683,34.86398155,128.6924568,2025-11-04
경상남도 거제시청,아주동 1395-5(내곡초등학교),어린이보호구역,2,200,70도,30일,2016-04-01,055-639-3683,34.86965968,128.6791821,2025-11-04
경상남도 거제시청,장승포동 741-1(새장승포교회주변),방범,4,200,70도,30일,2015-07-01,055-639-3683,34.87280094,128.731363,2025-11-04
경상남도 거제시청,아주동 1636-13(내곡초등학교),어린이보호구역,4,200,70도,30일,2015-10-01,055-639-3683,34.87012585,128.67938,2025-11-04
경상남도 거제시청,장승포동 419-10 문화예술회관 교차로,방범,5,200,70도,30일,2018-11-01,055-639-3683,34.866991,128.724503,2025-11-04
경상남도 거제시청,장승포동 261-4도(장승포 도서관 앞),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.869569,128.73117,2025-11-04
경상남도 거제시청,장평동 571-16도(용마빌 옆 원룸촌),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.89258993,128.6028907,2025-11-04
경상남도 거제시청,장평동 665-3,초등학교,4,200,70도,30일,2013-12-01,055-639-3683,34.8909,128.6021,2025-11-04
경상남도 거제시청,능포동 712-11도(문화서적 앞),방범,2,200,70도,30일,2023-06-01,055-639-3683,34.874,128.7309,2025-11-04
경상남도 거제시청,장평동 226도(솔밭공원),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.889011,128.611248,2025-11-04
경상남도 거제시청,아주동 352-4,초등학교,3,200,70도,30일,2013-06-01,055-639-3683,34.8641,128.6932,2025-11-04
경상남도 거제시청,고현동 1048(고현1호 공원 놀이터옆),도시공원,4,200,70도,30일,2019-08-01,055-639-3683,34.8951,128.6306,2025-11-04
경상남도 거제시청,고현동 702-4(고현동 거제시청 앞),주정차단속,1,200,70도,30일,2008-12-01,055-639-3683,34.882,128.6215,2025-11-04
경상남도 거제시청,고현동 988-32(고현동 중곡초등학교),주정차단속,5,200,70도,30일,2009-04-01,055-639-3683,34.89581499,128.6300591,2025-11-04
경상남도 거제시청,일운면 지세포리 지세포배수펌프장,재난관리,5,200,70도,30일,2017-11-01,055-639-3683,34.82738512,128.7088768,2025-11-04
경상남도 거제시청,문동동 601,초등학교,4,200,70도,30일,2012-01-01,055-639-3683,34.8615174,128.6439643,2025-11-04
경상남도 거제시청,고현동 100-2(고현동 고현사거리),주정차단속,4,200,70도,30일,2016-07-01,055-639-3683,34.8869,128.6239,2025-11-04
경상남도 거제시청,고현동 207-2(고현동 거제아동병원 앞 사거리),주정차단속,5,200,70도,30일,2021-05-01,055-639-3683,34.8829961,128.6258901,2025-11-04
경상남도 거제시청,남부면 다대7길 37-1(남부파출소 옥상),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.7328,128.6305,2025-11-04
경상남도 거제시청,동부면 학동리 700(전광판 뒤),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.7753295,128.6416652,2025-11-04
경상남도 거제시청,양정동 885(제산초등학교 앞),어린이보호구역,7,200,70도,30일,2019-08-01,055-639-3683,34.88794381,128.6422984,2025-11-04
경상남도 거제시청,옥포동 1921(갤러리모텔앞),방범,4,200,70도,30일,2020-05-01,055-639-3683,34.89306269,128.6967149,2025-11-04
경상남도 거제시청,장목면 거제북로 2547(농소해수욕장 화장실 옥상),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,35.0084,128.704,2025-11-04
경상남도 거제시청,장목면 옥포대첩로 1100(외포서목마을회관 지붕),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.9565,128.7142,2025-11-04
경상남도 거제시청,장평동 653(양지초등학교 주차장),어린이보호구역,7,200,70도,30일,2019-08-01,055-639-3683,34.89054361,128.6030137,2025-11-04
경상남도 거제시청,옥포동 509-1(옥포동 주공APT 사거리),주정차단속,1,200,70도,30일,2009-06-01,055-639-3683,34.8964,128.6957,2025-11-04
경상남도 거제시청,고현동 165-29(계룡초등학교),방범,7,200,70도,30일,2018-11-01,055-639-3683,34.88041733,128.6260973,2025-11-04
경상남도 거제시청,수월동 1170-1(수월초등학교 부근),어린이보호구역,6,200,70도,30일,2016-08-01,055-639-3683,34.8905,128.643,2025-11-04
경상남도 거제시청,아주동 320-43(아주초등학교),방범,2,200,70도,30일,2018-11-01,055-639-3683,34.865,128.6922,2025-11-04
경상남도 거제시청,장평동 322-15(장평동 장평오거리),주정차단속,5,200,70도,30일,2021-05-01,055-639-3683,34.893142,128.6090192,2025-11-04
경상남도 거제시청,동부면 학동리 580-3 학동해수욕장-학생야영수련원 앞,차번인식,1,200,70도,30일,2018-11-01,055-639-3683,34.77253413,128.638301,2025-11-04
경상남도 거제시청,동부면 학동리 491-5 학동해수욕장-거제몽돌호텔 앞,차번인식,1,200,70도,30일,2018-11-01,055-639-3683,34.7781,128.6397,2025-11-04
경상남도 거제시청,고현동 42-2 고현수협사거리,차번인식,3,200,70도,30일,2018-11-01,055-639-3683,34.887543,128.626318,2025-11-04
경상남도 거제시청,양정동 79-3 양정초등학교 후문삼거리,방범,3,200,70도,30일,2018-11-01,055-639-3683,34.87188879,128.6529414,2025-11-04
경상남도 거제시청,양정동 68-4 양정초등학교 정문,방범,7,200,70도,30일,2018-11-01,055-639-3683,34.87190785,128.6508194,2025-11-04
경상남도 거제시청,"거제면 소랑리 203-1 산달연륙교(차번1, 고정3, 회전1)",방범,5,200,70도,30일,2018-11-01,055-639-3683,34.833705,128.536713,2025-11-04
경상남도 거제시청,장승포동 367-9(해성고등학교정문),방범,3,200,70도,30일,2015-07-01,055-639-3683,34.87060601,128.7222417,2025-11-04
경상남도 거제시청,고현동 982(국민은행사거리),방범,10,200,70도,30일,2015-09-01,055-639-3683,34.88888823,128.6208437,2025-11-04
경상남도 거제시청,장목면 구영리 1080-47(황포마을회관 앞),방범,3,200,70도,30일,2015-09-01,055-639-3683,35.02867851,128.6761826,2025-11-04
경상남도 거제시청,능포동 391(옥수시장),방범,4,200,70도,30일,2015-09-01,055-639-3683,34.87562217,128.7308737,2025-11-04
경상남도 거제시청,옥포동 524-1(옥포동 중앙시장),주정차단속,1,200,70도,30일,2009-04-01,055-639-3683,34.8949,128.6907,2025-11-04
경상남도 거제시청,옥포동 504-1(옥포동 국산사거리),주정차단속,4,200,70도,30일,2009-04-01,055-639-3683,34.89623745,128.6904076,2025-11-04
경상남도 거제시청,장승로 145(거제문화예술회관 2층 야외난간),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.8664,128.7239,2025-11-04
경상남도 거제시청,일운면 서이말길 478(마산해양항만청 내),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.7874,128.7385,2025-11-04
경상남도 거제시청,장평4로 14(CU편의점),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.88762935,128.6032041,2025-11-04
경상남도 거제시청,거제중앙로20길 13(고현동 고현연립),쓰레기투기감시,1,200,70도,30일,2014-04-01,055-639-3683,34.88637907,128.6253415,2025-11-04
경상남도 거제시청,남부면 여차길12(여차마을회관 옥상),해상감시,1,200,70도,30일,2013-08-01,055-639-3683,34.71452115,128.627172,2025-11-04
경상남도 거제시청,연초면 연사리 1447-1,재난관리,6,200,70도,30일,2017-11-01,055-639-3683,34.89769572,128.6378672,2025-11-04
경상남도 거제시청,고현동 793-11(에덴하우징앞),쓰레기투기감시,1,200,70도,30일,2014-04-01,055-639-3683,34.88573628,128.6211374,2025-11-04
경상남도 거제시청,문동동 598-8 (삼룡초등학교 정문 앞),어린이보호구역,3,200,70도,30일,2022-11-01,055-639-3683,34.86172546,128.6435457,2025-11-04
경상남도 거제시청,일운면 지세포리 1375(일운초등학교(정문)),어린이보호구역,2,200,70도,30일,2019-08-01,055-639-3683,34.8278311,128.7064707,2025-11-04
경상남도 거제시청,장승포동 632(마전초등학교 삼거리),어린이보호구역,2,200,70도,30일,2019-08-01,055-639-3683,34.85914901,128.7211332,2025-11-04
경상남도 거제시청,고현동 1084,재난관리,3,200,70도,30일,2018-11-01,055-639-3683,34.89595082,128.6376669,2025-11-04
경상남도 거제시청,연초면 연사리 1447,재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.89809589,128.6384432,2025-11-04
경상남도 거제시청,고현동 1073(고현동 1075),재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.8944281,128.6369593,2025-11-04
경상남도 거제시청,수월동 852-1(수월초등학교),어린이보호구역,3,200,70도,30일,2015-10-01,055-639-3683,34.88953468,128.6437235,2025-11-04
경상남도 거제시청,문동동 481-42 (상동교차로),재난관리,2,200,70도,30일,2018-11-01,055-639-3683,34.8664,128.6403,2025-11-04
경상남도 거제시청,상동동 1005-22 (독봉산웰빙공원 입구),재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.8774,128.6335,2025-11-04
