rental_id,late_return,bike_age_months,distance_km,humidity_pct,ride_duration_min,temperature_c,wind_speed_mps,humidity_range_error,temperature_c_outlier,distance_km_outlier,ride_duration_min_outlier,avg_speed_kmh,speed_outlier,bad_weather,old_bike,station_zone_공원,station_zone_대학가,station_zone_도심,station_zone_주거,member_type_미상,member_type_연회원,member_type_월회원,member_type_일일권,weather_맑음,weather_미상,weather_비,weather_흐림
R0033,0,-0.21769106646935696,-0.3374976588943431,-0.2762565285893399,-0.31177565245083916,-0.43691730733716105,-0.5941356278399625,0,0,0,0,-0.1235557677253384,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
R0034,0,-1.0505210474966793,-0.2770822413450856,1.1520894769078254,-0.25023550571404013,1.9043423823094798,-0.6660978893274434,0,0,0,0,-0.11317175276438593,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
R0035,0,-0.21769106646935696,-0.5288131478003248,0.3926274544727469,-0.43046022115752286,0.16380063934848987,-0.01843753594011562,0,0,0,0,-0.23108027810263077,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
R0036,0,0.9852855727923309,-0.7080455531964552,-0.7500493499249848,-0.8040968263452308,0.379442979184365,-1.0978714582523283,0,0,0,0,-0.0870023079916902,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
R0037,0,-0.9579843829380879,-0.03743441839969793,-1.4049982500066123,-0.07001079027055755,0.5334732219242755,-0.23432432040255835,0,0,0,0,-0.04986541944634171,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
R0038,0,-1.513204370289636,0.34318271216062396,-0.9730106776123474,0.2772514663156653,-0.5909475500770716,0.6292228174472115,0,0,0,0,-0.017436457947377755,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0039,0,-0.12515440191076557,-0.40999615995345196,-0.3319968605111803,-0.32935855151849597,-0.3599021859672058,1.1329586478595777,0,0,0,0,-0.17735928357600508,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
R0040,0,0.15245559176500853,0.27068421110151497,2.615273189856141,0.09263102610526824,0.31783088208840043,0.1974492485223268,1,0,0,0,0.039912573176102036,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
R0041,0,2.003188882936836,0.08138256944717515,0.5528809087480394,0.0530695032030404,-0.02103565193940267,-0.23432432040255835,0,0,0,0,-0.04513433815492278,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
R0042,0,-0.032617737352174214,-0.3536084369074783,-1.1681018393387894,-0.5271661660296355,0.13299459080050788,-1.1698337197398092,0,0,0,0,0.07436385505674613,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0043,0,-0.8654477183794965,1.0943477370230579,-0.6664388520422242,0.8486956860145127,-0.5139324287071163,-1.4576827656897329,0,0,1,1,0.04970101540134266,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0044,0,0.4300655854407826,-0.2408329908155312,0.19056875125607528,-0.20627825804489802,-0.40611125878917903,0.1974492485223268,0,0,0,0,-0.11207172623147839,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
R0045,0,-1.6057410348482275,-0.3838161456821071,0.3577897470215965,-0.1930910837441555,-1.9156076376403024,-0.30628658189003927,0,0,0,0,-0.22801281458715772,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
R0046,0,0.6151389145579653,-0.1643067952531384,0.03031529698078327,-0.004074918766844377,-1.0530382782968033,0.12548698703484587,0,0,0,0,-0.16325059085068774,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
R0047,0,2.465872205729793,-0.5892285653495822,0.6155887821601095,-0.5271661660296355,1.6270879453776401,0.12548698703484587,0,0,0,0,-0.23501494177515964,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
R0048,0,-0.032617737352174214,-0.4301346324698711,-0.06723028388243768,-0.08759368933821433,0.7337125374861594,1.4208076938095013,0,0,0,0,-0.30096521116844577,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0049,0,0.8927489082337394,0.09346565295702655,-0.4643801488255522,0.0530695032030404,-0.49852940443312505,-0.23432432040255835,0,0,0,0,-0.038180488493452826,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0050,0,-1.235594376613862,-0.12201600296865821,-0.5549581881985429,-0.07880223980438594,-0.05184170048738467,-1.6735695501521752,0,0,0,0,-0.10045419094962527,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
R0051,0,-0.5878377247037224,-0.619436274124211,-0.6664388520422242,-0.43046022115752286,1.1033851200619444,0.7011850789346928,0,0,0,0,-0.3291295583293578,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
R0052,0,1.077822237350922,-0.19652835127940904,-0.6037309786301537,-0.4524388449920939,-0.5139324287071163,0.7011850789346928,0,0,0,0,0.15812089257512735,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
R0053,0,-1.7908143639654102,-0.3133314918746401,0.8873229002790828,-0.2722141295486112,0.5334732219242755,-0.45021110486500077,0,0,0,0,-0.12899805301633657,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
R0054,0,0.4300655854407826,-0.5127023697871895,-0.06723028388243768,-0.6282678356686624,0.7337125374861594,-0.8100224123024049,0,0,0,0,-0.005294574469417632,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
R0055,0,1.077822237350922,-0.47041157750270934,-0.3389644020014105,-0.535957615563464,-0.39070823451518777,1.060996386372097,0,0,0,0,-0.06900233699297174,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0056,0,0.7076755791165568,0.19214416828748038,1.2217648918101263,0.29483436538332203,-1.00682920547483,2.7161284005841564,0,0,0,0,-0.09568962448687432,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
R0057,0,-1.3281310411724534,-0.45027310498629025,1.848843625930833,-0.4084815973229518,-2.8551921183537567,1.34884543232202,0,1,0,0,-0.1629485987655974,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
R0058,0,-0.7729110538209052,0.29283653086957606,0.14179596082446458,0.3036258149171504,-0.05184170048738467,-0.16236205891507743,0,0,0,0,-0.05239777701365004,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
R0059,0,0.15245559176500853,-0.4482592577346483,-1.1262965903974094,-0.3601286248868955,-0.29829008887124175,-2.177305380564541,0,0,0,0,-0.19386945591414237,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
R0060,0,-0.5878377247037224,-0.5791593290913727,-1.6906674511060449,-0.5711234136987776,0.441055076280329,-0.8100224123024049,0,0,0,0,-0.1828405008058969,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0061,0,-0.49530106014513103,-0.2227083655507539,-0.4643801488255522,-0.3557329001199813,0.17920366362248116,-0.9539469352773667,0,0,0,0,0.01820119397301994,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0062,0,-0.4027643955865397,0.572761298847802,-0.03936011792151748,0.5234120532628611,0.8415337074040966,-1.9614185961020985,0,0,0,0,-0.01943017164310521,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
R0063,0,-0.49530106014513103,-0.49256389727077043,-0.5897958956496933,-0.3249628267515818,1.796521212391542,-1.7455318116396559,0,0,0,0,-0.2550332566278178,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
R0064,0,1.3554322310266962,-0.5650623983298794,0.8280987976121266,8.062080028520732,0.9801609258700159,-1.1698337197398092,0,0,0,1,-0.5649912250371316,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
R0065,0,0.6151389145579653,-0.36770536766897177,0.3856599129825172,-0.01286636830067277,-1.222471545310705,0.7731473404221734,0,0,0,0,-0.2844626640038488,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
R0066,0,-0.49530106014513103,-0.3254145753844916,-1.746407783027886,-0.16671673514267019,1.5808788725556675,-1.0259091967648475,0,0,0,0,-0.19686608482231344,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
R0067,0,-0.5878377247037224,-0.48249466101256083,-0.04632765941174766,-0.4084815973229518,-1.1608594482147405,-0.45021110486500077,0,0,0,0,-0.19646972021063225,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
R0068,0,0.2449922563235999,-0.3314561171394173,-0.24141882113818955,-0.3161713772177534,-0.3599021859672058,-1.0978714582523283,0,0,0,0,-0.11509497796099243,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
R0069,0,0.05991892720641715,0.018953304646275714,-0.5061853977669322,0.07504812703761146,0.348636930636383,-1.7455318116396559,0,0,0,0,-0.09154162652070533,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
R0070,0,0.6151389145579653,-0.5066608280322639,0.6086212406698798,-0.4216687716236945,-0.08264774903536667,-0.30628658189003927,0,0,0,0,-0.21304881816942156,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
R0071,0,0.4300655854407826,-0.05958673816775887,0.5668159917284987,-0.15792528560884178,-0.6371566228990448,-1.0259091967648475,0,0,0,0,-0.008753680835110906,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
R0072,0,2.373335541171201,0.7781737185152772,-1.3562254595750016,0.7871555392777139,1.3652365327197924,1.34884543232202,0,0,0,0,-0.034596891839552765,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0073,0,0.05991892720641715,-0.5549931620716697,-1.3283552936140814,-0.8040968263452308,-0.40611125878917903,-1.24179598122729,0,0,0,0,0.430480004316036,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
R0074,0,0.6151389145579653,-0.5570070093233117,-0.2901916115698003,-0.3161713772177534,2.0737756493233803,-1.24179598122729,0,0,0,0,-0.3171096833582226,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0075,0,0.8002122436751481,0.1800610847776288,-0.06723028388243768,0.07944385180452573,-0.15966287040532195,0.7011850789346928,0,0,0,0,-0.0031755979776574997,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
R0076,0,-1.235594376613862,-0.12402985022030018,0.9848684811423033,-0.07440651503747167,-1.1762624724887318,1.2049209093470588,0,0,0,0,-0.10412391234627648,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
R0077,0,-0.4027643955865397,-0.2065975875376186,-0.44347752435486165,-0.11396803793969966,1.6116849211036488,-0.45021110486500077,0,0,0,0,-0.13888187991086573,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
R0078,0,0.8002122436751481,0.049161013420904495,0.28114679062906606,0.3343958882855499,1.0879820957879531,-2.177305380564541,0,0,0,0,-0.17506356928785177,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
R0079,0,0.7076755791165568,0.5063043395436189,0.8524851928279324,0.46187190652606197,-0.7603808170909735,-1.6016072886646944,0,0,0,0,-0.02273220052600013,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
R0080,0,-1.3281310411724534,-0.4140238544567358,0.33688712255090647,-0.5623319641649492,0.48726414910230226,-0.5941356278399625,0,0,0,0,0.043801739094404005,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
R0081,0,1.262895566468105,-0.3596499786624041,-1.2795825031824706,-0.5007918174281503,0.16380063934848987,-1.3857205042022518,0,0,0,0,0.030624345083569135,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
R0082,0,0.7076755791165568,-0.4422177159797226,-0.03936011792151748,-0.47441746882666497,0.21000971217046316,0.12548698703484587,0,0,0,0,-0.0985479659894027,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
R0083,1,-0.3102277310279483,1.184970863346944,1.5771095078118595,1.231123740736049,-1.6999652978044275,-0.09039979742759652,0,0,1,1,-0.03554917758775401,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
R0084,0,-1.513204370289636,-0.01125440412835289,0.538945825767579,0.04427805366921201,-0.40611125878917903,0.05352472554736497,0,0,0,0,-0.09427885507575522,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
R0085,0,0.522602249999374,-0.12402985022030018,-0.6803739350226841,-0.3249628267515818,1.0725790715139625,1.1329586478595777,0,0,0,0,0.07947491416806304,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
R0086,0,-0.4027643955865397,-0.047503654657907464,-0.6664388520422242,-0.01286636830067277,0.11759156652651716,0.2694115100098077,0,0,0,0,-0.08762130597291946,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
R0087,0,-1.698277699406819,0.06929948593732356,-1.4537710404382225,-0.12715521224044232,1.319027459897819,-1.0259091967648475,0,0,0,0,0.06033835580835289,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
R0088,0,-0.9579843829380879,-0.06965597442596849,-0.5619257296887731,0.013507980300812563,-0.40611125878917903,-0.01843753594011562,0,0,0,0,-0.11405744984382915,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
R0089,0,-0.8654477183794965,-0.128057544723584,-0.35289948498187085,-0.38210724872146656,-2.1312499774761773,0.8451096019096547,0,0,0,0,0.13889554351106329,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
R0090,0,-1.975887693082593,0.8486583723227444,-1.8091156564399564,0.6816581448717726,0.055979469430552604,0.7011850789346928,0,0,0,0,0.02550794412032806,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0091,0,0.2449922563235999,-0.21666682379582822,0.5598484502382691,-0.10517658840587127,-0.09805077330935795,-0.09039979742759652,0,0,0,0,-0.15019920238684825,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
R0092,0,1.3554322310266962,0.7580352459988582,-0.6106985201203833,0.6069308238342311,0.3332339063623917,-0.23432432040255835,0,0,0,0,0.020262669049206372,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
R0093,0,0.4300655854407826,-0.043475960154623544,1.5840770493020904,-0.008470643533758496,-0.976023156926848,0.6292228174472115,0,0,0,0,-0.0874028360971915,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
R0094,0,0.8002122436751481,-0.22069451829911205,-0.3319968605111803,-0.39969014778912343,-1.314889690954651,-1.0978714582523283,0,0,0,0,0.06589019337195619,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
R0095,0,-1.698277699406819,-0.20458374028597673,0.6852641970624103,-0.24583978094712602,0.13299459080050788,-0.01843753594011562,0,0,0,0,-0.057279285168468246,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
R0096,0,-1.3281310411724534,0.23644880782360245,1.8558111674210627,0.18933697097738103,-0.8990080355568927,-0.16236205891507743,0,0,0,0,-0.029100399085869283,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
R0097,0,-0.9579843829380879,1.2171924193732144,2.078772495108425,1.354204034209647,-0.43691730733716105,1.852581262734386,0,0,1,1,-0.05626573591810464,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
R0098,0,-0.9579843829380879,-0.2690268523385179,1.270537682241737,-0.19748680851106962,-0.12885682185733996,1.7086567397594241,0,0,0,0,-0.1387964424435427,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
R0099,0,-0.3102277310279483,0.08541026395045889,2.169350534481416,0.04427805366921201,-1.222471545310705,1.34884543232202,0,0,0,0,-0.03817054021067544,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
R0100,0,-0.12515440191076557,-0.14416832273671934,-0.004522410470367105,-0.20627825804489802,-0.5293354529811076,1.4927699552969818,0,0,0,0,-0.03779196848395788,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
R0101,0,1.3554322310266962,-0.2287499073056797,-0.32502931902095067,-0.43046022115752286,0.348636930636383,-1.1698337197398092,0,0,0,0,0.0935717830925321,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0102,0,-0.9579843829380879,-0.4482592577346483,-0.3668345679623307,-0.3249628267515818,1.4114456055417657,0.4852982944722501,0,0,0,0,-0.21481915959224737,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
R0103,0,-1.4206677057310448,-0.06764212717432654,0.14876350231469423,0.022299429834640956,0.24081576071844515,-0.8819846737898859,0,0,0,0,-0.11698570143334276,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
R0104,0,-1.3281310411724534,-0.4905500500191285,-0.06723028388243768,-0.2722141295486112,-0.14425984613133122,0.557260555959731,0,0,0,0,-0.27786514514801314,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
R0105,0,-0.032617737352174214,0.08339641669881702,-0.02542503494105713,-0.24583978094712602,-0.12885682185733996,-1.3857205042022518,0,0,0,0,0.17593839734021396,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0106,0,-0.21769106646935696,0.38950119894838786,-1.8230507394204167,0.3036258149171504,-0.17506589467931322,1.4927699552969818,0,0,0,0,-0.007626416179528164,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
R0107,0,0.05991892720641715,-0.21868067104747008,-0.4016722754134811,0.0047165307669840145,0.6875034646641861,-0.6660978893274434,0,0,0,0,-0.19983679714149508,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0108,0,0.05991892720641715,-0.478466966509277,0.28811433211929577,-0.4524388449920939,0.9647579015960251,-1.0259091967648475,0,0,0,0,-0.15963140445593246,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
R0109,0,-1.4206677057310448,0.44387507474271964,0.33688712255090647,0.5805564752327458,0.9031458045000607,0.7731473404221734,0,0,0,0,-0.08920803319240878,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
R0110,0,-0.21769106646935696,0.7560213987472163,0.16966612678538526,0.5893479247665744,-0.26748404032325923,-1.313758242714771,0,0,0,0,0.0262708547974733,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
R0111,0,0.4300655854407826,-0.4764531192576351,-1.2935175861629309,8.945620706670491,-0.5601415015290896,0.1974492485223268,0,0,0,1,-0.5613811975444944,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
R0112,0,0.4300655854407826,0.3572796429221172,0.5041081183164287,0.18933697097738103,-0.17506589467931322,0.2694115100098077,0,0,0,0,0.03233398702110256,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
R0113,0,-1.7908143639654102,0.04110562441433683,0.36475728851182715,0.1981284205112094,0.07138249370454389,-0.6660978893274434,0,0,0,0,-0.131819609587862,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
R0114,0,0.8927489082337394,-0.3878438401853909,0.7549396119647109,-0.5271661660296355,-0.4677233558851431,0.4852982944722501,0,0,0,0,0.029411380303392198,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
R0115,0,1.8181155538196532,0.5606782153379507,0.35082220553136684,0.47505908082680476,-0.5293354529811076,0.12548698703484587,0,0,0,0,-0.005603138417764511,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
R0116,0,1.1703589019095135,0.024994846401201504,-0.0881329083531277,-0.021657817834501162,-0.05184170048738467,0.9890341248846158,0,0,0,0,-0.03809010971344908,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
R0117,0,-1.3281310411724534,-0.5127023697871895,-0.10206799133358806,-0.39089869825529494,-0.11345379758334867,-1.5296450271772133,0,0,0,0,-0.2385274705311284,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
R0118,0,-0.032617737352174214,-0.3254145753844916,0.2950818736095264,-0.100780863638957,2.181596819241318,-1.313758242714771,0,0,0,0,-0.2259054549795535,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
R0119,0,-1.1430577120552707,0.09547950020866842,0.7897773194158614,-0.17111245990958446,-0.6525596471730356,-0.738060150814924,0,0,0,0,0.1146026431991345,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
R0120,0,-0.9579843829380879,-0.4462454104830064,-1.3492579180847715,-0.7513481291422603,-0.3444991616932145,1.6366944782719437,0,0,0,0,0.4791903839158521,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
R0121,0,0.2449922563235999,-0.19451450402776718,0.1348284193342349,-0.1623210103757559,0.5796822947462488,0.4852982944722501,0,0,0,0,-0.10376850062305257,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
R0122,1,1.4479688955852876,0.06728563868568169,-1.6349271191842045,-0.15792528560884178,1.4730577026377296,0.12548698703484587,0,0,0,0,0.0830036669706497,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
